workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,lex_code,question_order,response,result,rt,sib_code,slider_start,spk,stimulus,success,time_elapsed,timeout,trial_index,trial_type,triplet_id,error
586,list1,,,,,,0.0-2.0,,,,,,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,94325,,2,html-button-response,,
586,list1,,,,,,0.0-3.0,,,2,correct,4163,,,,audio/gift.wav,,98583,,3,audio-button-response,,
586,list1,,,,,,0.0-4.0,,,0,,1848,,,,<p>Correct! You are ready to begin the study.</p>,,100432,,4,html-button-response,,
586,list1,,,,,,0.0-5.0,,,0,,26660,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,127094,,5,html-button-response,,
586,list1,,,,,,0.0-6.0-0.0,neutral,,582,,5413,mid,5000,246,audio/246_SN2_mid.wav,,132510,,6,audio-slider-response,2,
586,list1,,,,,,0.0-6.0-1.0,,,,,,,,,,,133016,,7,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.1,neutral,,10,,4320,high,5000,246,audio/246_SN19_high.wav,,137328,,8,audio-slider-response,19,
586,list1,,,,,,0.0-6.0-1.1,,,,,,,,,,,137830,,9,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.2,neutral,,251,,3229,mid,5000,246,audio/246_SN21_mid.wav,,141059,,10,audio-slider-response,21,
586,list1,,,,,,0.0-6.0-1.2,,,,,,,,,,,141566,,11,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.3,neutral,,8373,,5256,control,5000,723,audio/723_CN8.wav,,146824,,12,audio-slider-response,8,
586,list1,,,,,,0.0-6.0-1.3,,,,,,,,,,,147337,,13,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.4,neutral,,9230,,4571,control,5000,340,audio/340_CN2.wav,,151906,,14,audio-slider-response,2,
586,list1,,,,,,0.0-6.0-1.4,,,,,,,,,,,152415,,15,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.5,neutral,,8989,,2989,control,5000,340,audio/340_CN16.wav,,155406,,16,audio-slider-response,16,
586,list1,,,,,,0.0-6.0-1.5,,,,,,,,,,,155919,,17,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.6,neutral,,4673,,4885,high,5000,723,audio/723_SN15_high.wav,,160809,,18,audio-slider-response,15,
586,list1,,,,,,0.0-6.0-1.6,,,,,,,,,,,161320,,19,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.7,neutral,,8854,,3864,high,5000,723,audio/723_SN19_high.wav,,165185,,20,audio-slider-response,19,
586,list1,,,,,,0.0-6.0-1.7,,,,,,,,,,,165688,,21,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.8,neutral,,0,,3144,control,5000,246,audio/246_CN13.wav,,168823,,22,audio-slider-response,13,
586,list1,,,,,,0.0-6.0-1.8,,,,,,,,,,,169331,,23,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.9,neutral,,0,,3155,low,5000,246,audio/246_SN1_low.wav,,172476,,24,audio-slider-response,1,
586,list1,,,,,,0.0-6.0-1.9,,,,,,,,,,,172987,,25,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.10,neutral,,9471,,3589,mid,5000,340,audio/340_SN10_mid.wav,,176580,,26,audio-slider-response,10,
586,list1,,,,,,0.0-6.0-1.10,,,,,,,,,,,177088,,27,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.11,neutral,,5395,,4813,high,5000,723,audio/723_SN20_high.wav,,181898,,28,audio-slider-response,20,
586,list1,,,,,,0.0-6.0-1.11,,,,,,,,,,,182403,,29,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.12,neutral,,9095,,4571,control,5000,340,audio/340_CN8.wav,,186983,,30,audio-slider-response,8,
586,list1,,,,,,0.0-6.0-1.12,,,,,,,,,,,187490,,31,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.13,neutral,,9847,,3899,low,5000,723,audio/723_SN3_low.wav,,191402,,32,audio-slider-response,3,
586,list1,,,,,,0.0-6.0-1.13,,,,,,,,,,,191913,,33,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.14,neutral,,7215,,3853,high,5000,340,audio/340_SN18_high.wav,,195783,,34,audio-slider-response,18,
586,list1,,,,,,0.0-6.0-1.14,,,,,,,,,,,196288,,35,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.15,neutral,,0,,3096,control,5000,246,audio/246_CN4.wav,,199388,,36,audio-slider-response,4,
586,list1,,,,,,0.0-6.0-1.15,,,,,,,,,,,199892,,37,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.16,neutral,,9486,,4032,control,5000,340,audio/340_CN20.wav,,203923,,38,audio-slider-response,20,
586,list1,,,,,,0.0-6.0-1.16,,,,,,,,,,,204438,,39,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.17,neutral,,71,,2915,control,5000,246,audio/246_CN8.wav,,207359,,40,audio-slider-response,8,
586,list1,,,,,,0.0-6.0-1.17,,,,,,,,,,,207873,,41,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.18,neutral,,9260,,3240,control,5000,340,audio/340_CN4.wav,,211117,,42,audio-slider-response,4,
586,list1,,,,,,0.0-6.0-1.18,,,,,,,,,,,211621,,43,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.19,neutral,,9591,,3000,mid,5000,340,audio/340_SN2_mid.wav,,214612,,44,audio-slider-response,2,
586,list1,,,,,,0.0-6.0-1.19,,,,,,,,,,,215119,,45,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.20,neutral,,8974,,3155,mid,5000,340,audio/340_SN4_mid.wav,,218263,,46,audio-slider-response,4,
586,list1,,,,,,0.0-6.0-1.20,,,,,,,,,,,218767,,47,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.21,neutral,,9095,,3168,low,5000,340,audio/340_SN1_low.wav,,221926,,48,audio-slider-response,1,
586,list1,,,,,,0.0-6.0-1.21,,,,,,,,,,,222427,,49,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.22,neutral,,5545,,5629,high,5000,723,audio/723_SN18_high.wav,,228062,,50,audio-slider-response,18,
586,list1,,,,,,0.0-6.0-1.22,,,,,,,,,,,228567,,51,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.23,neutral,,7801,,3613,control,5000,340,audio/340_CN9.wav,,232174,,52,audio-slider-response,9,
586,list1,,,,,,0.0-6.0-1.23,,,,,,,,,,,232686,,53,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.24,neutral,,0,,4584,control,5000,246,audio/246_CN5.wav,,237273,,54,audio-slider-response,5,
586,list1,,,,,,0.0-6.0-1.24,,,,,,,,,,,237783,,55,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.25,neutral,,7455,,4824,control,5000,723,audio/723_CN19.wav,,242605,,56,audio-slider-response,19,
586,list1,,,,,,0.0-6.0-1.25,,,,,,,,,,,243110,,57,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.26,neutral,,0,,4141,low,5000,246,audio/246_SN13_low.wav,,247248,,58,audio-slider-response,13,
586,list1,,,,,,0.0-6.0-1.26,,,,,,,,,,,247752,,59,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.27,neutral,,9396,,4080,control,5000,723,audio/723_CN14.wav,,251834,,60,audio-slider-response,14,
586,list1,,,,,,0.0-6.0-1.27,,,,,,,,,,,252335,,61,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.28,neutral,,0,,3467,control,5000,246,audio/246_CN17.wav,,255811,,62,audio-slider-response,17,
586,list1,,,,,,0.0-6.0-1.28,,,,,,,,,,,256318,,63,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.29,neutral,,0,,4621,control,5000,246,audio/246_CN21.wav,,260932,,64,audio-slider-response,21,
586,list1,,,,,,0.0-6.0-1.29,,,,,,,,,,,261437,,65,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.30,neutral,,7320,,5579,high,5000,340,audio/340_SN9_high.wav,,267021,,66,audio-slider-response,9,
586,list1,,,,,,0.0-6.0-1.30,,,,,,,,,,,267524,,67,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.31,neutral,,71,,3960,control,5000,246,audio/246_CN2.wav,,271497,,68,audio-slider-response,2,
586,list1,,,,,,0.0-6.0-1.31,,,,,,,,,,,272001,,69,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.32,neutral,,7064,,5171,low,5000,723,audio/723_SN1_low.wav,,277165,,70,audio-slider-response,1,
586,list1,,,,,,0.0-6.0-1.32,,,,,,,,,,,277677,,71,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.33,neutral,,0,,4501,high,5000,246,audio/246_SN5_high.wav,,282177,,72,audio-slider-response,5,
586,list1,,,,,,0.0-6.0-1.33,,,,,,,,,,,282681,,73,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.34,neutral,,0,,4920,control,5000,246,audio/246_CN7.wav,,287594,,74,audio-slider-response,7,
586,list1,,,,,,0.0-6.0-1.34,,,,,,,,,,,288097,,75,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.35,neutral,,0,,4632,control,5000,246,audio/246_CN15.wav,,292740,,76,audio-slider-response,15,
586,list1,,,,,,0.0-6.0-1.35,,,,,,,,,,,293241,,77,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.36,neutral,,8252,,4056,control,5000,340,audio/340_CN3.wav,,297302,,78,audio-slider-response,3,
586,list1,,,,,,0.0-6.0-1.36,,,,,,,,,,,297813,,79,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.37,neutral,,8764,,3299,control,5000,723,audio/723_CN17.wav,,301117,,80,audio-slider-response,17,
586,list1,,,,,,0.0-6.0-1.37,,,,,,,,,,,301621,,81,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.38,neutral,,8794,,4139,low,5000,340,audio/340_SN13_low.wav,,305745,,82,audio-slider-response,13,
586,list1,,,,,,0.0-6.0-1.38,,,,,,,,,,,306246,,83,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.39,neutral,,0,,3491,mid,5000,246,audio/246_SN17_mid.wav,,309733,,84,audio-slider-response,17,
586,list1,,,,,,0.0-6.0-1.39,,,,,,,,,,,310234,,85,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.40,neutral,,8914,,5376,control,5000,723,audio/723_CN2.wav,,315622,,86,audio-slider-response,2,
586,list1,,,,,,0.0-6.0-1.40,,,,,,,,,,,316127,,87,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.41,neutral,,7696,,3443,control,5000,723,audio/723_CN15.wav,,319578,,88,audio-slider-response,15,
586,list1,,,,,,0.0-6.0-1.41,,,,,,,,,,,320091,,89,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.42,neutral,,7892,,3264,control,5000,723,audio/723_CN9.wav,,323359,,90,audio-slider-response,9,
586,list1,,,,,,0.0-6.0-1.42,,,,,,,,,,,323864,,91,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.43,neutral,,0,,3925,low,5000,246,audio/246_SN8_low.wav,,327797,,92,audio-slider-response,8,
586,list1,,,,,,0.0-6.0-1.43,,,,,,,,,,,328299,,93,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.44,neutral,,0,,4475,mid,5000,246,audio/246_SN10_mid.wav,,332774,,94,audio-slider-response,10,
586,list1,,,,,,0.0-6.0-1.44,,,,,,,,,,,333283,,95,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.45,neutral,,8132,,3755,control,5000,723,audio/723_CN16.wav,,337046,,96,audio-slider-response,16,
586,list1,,,,,,0.0-6.0-1.45,,,,,,,,,,,337547,,97,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.46,neutral,,9576,,4381,control,5000,340,audio/340_CN14.wav,,341923,,98,audio-slider-response,14,
586,list1,,,,,,0.0-6.0-1.46,,,,,,,,,,,342424,,99,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.47,neutral,,0,,3888,control,5000,246,audio/246_CN16.wav,,346322,,100,audio-slider-response,16,
586,list1,,,,,,0.0-6.0-1.47,,,,,,,,,,,346828,,101,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.48,neutral,,9621,,4235,low,5000,723,audio/723_SN13_low.wav,,351065,,102,audio-slider-response,13,
586,list1,,,,,,0.0-6.0-1.48,,,,,,,,,,,351577,,103,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.49,neutral,,25,,4091,control,5000,246,audio/246_CN18.wav,,355665,,104,audio-slider-response,18,
586,list1,,,,,,0.0-6.0-1.49,,,,,,,,,,,356179,,105,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.50,neutral,,7726,,3685,control,5000,340,audio/340_CN19.wav,,359859,,106,audio-slider-response,19,
586,list1,,,,,,0.0-6.0-1.50,,,,,,,,,,,360362,,107,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.51,neutral,,8222,,5064,low,5000,723,audio/723_SN7_low.wav,,365422,,108,audio-slider-response,7,
586,list1,,,,,,0.0-6.0-1.51,,,,,,,,,,,365936,,109,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.52,neutral,,0,,3491,high,5000,246,audio/246_SN15_high.wav,,369422,,110,audio-slider-response,15,
586,list1,,,,,,0.0-6.0-1.52,,,,,,,,,,,369927,,111,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.53,neutral,,7230,,4608,mid,5000,340,audio/340_SN16_mid.wav,,374533,,112,audio-slider-response,16,
586,list1,,,,,,0.0-6.0-1.53,,,,,,,,,,,375045,,113,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.54,neutral,,9290,,3683,low,5000,340,audio/340_SN7_low.wav,,378737,,114,audio-slider-response,7,
586,list1,,,,,,0.0-6.0-1.54,,,,,,,,,,,379243,,115,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.55,neutral,,8794,,4979,mid,5000,723,audio/723_SN21_mid.wav,,384232,,116,audio-slider-response,21,
586,list1,,,,,,0.0-6.0-1.55,,,,,,,,,,,384744,,117,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.56,neutral,,6824,,3683,control,5000,723,audio/723_CN20.wav,,388437,,118,audio-slider-response,20,
586,list1,,,,,,0.0-6.0-1.56,,,,,,,,,,,388946,,119,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.57,neutral,,7185,,4691,control,5000,723,audio/723_CN4.wav,,393635,,120,audio-slider-response,4,
586,list1,,,,,,0.0-6.0-1.57,,,,,,,,,,,394137,,121,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.58,neutral,,9576,,4272,control,5000,340,audio/340_CN17.wav,,398406,,122,audio-slider-response,17,
586,list1,,,,,,0.0-6.0-1.58,,,,,,,,,,,398910,,123,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.59,neutral,,8553,,4403,control,5000,723,audio/723_CN13.wav,,403316,,124,audio-slider-response,13,
586,list1,,,,,,0.0-6.0-1.59,,,,,,,,,,,403825,,125,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.60,neutral,,8027,,5747,low,5000,340,audio/340_SN14_low.wav,,409578,,126,audio-slider-response,14,
586,list1,,,,,,0.0-6.0-1.60,,,,,,,,,,,410091,,127,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.61,neutral,,3079,,5520,high,5000,340,audio/340_SN20_high.wav,,415616,,128,audio-slider-response,20,
586,list1,,,,,,0.0-6.0-1.61,,,,,,,,,,,416121,,129,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.62,neutral,,0,,3624,mid,5000,246,audio/246_SN4_mid.wav,,419741,,130,audio-slider-response,4,
586,list1,,,,,,0.0-6.0-1.62,,,,,,,,,,,420259,,131,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.63,neutral,,8403,,5869,control,5000,723,audio/723_CN5.wav,,426125,,132,audio-slider-response,5,
586,list1,,,,,,0.0-6.0-1.63,,,,,,,,,,,426627,,133,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.64,neutral,,2958,,3768,high,5000,723,audio/723_SN9_high.wav,,430399,,134,audio-slider-response,9,
586,list1,,,,,,0.0-6.0-1.64,,,,,,,,,,,430906,,135,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.65,neutral,,0,,3720,control,5000,246,audio/246_CN10.wav,,434639,,136,audio-slider-response,10,
586,list1,,,,,,0.0-6.0-1.65,,,,,,,,,,,435141,,137,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.66,neutral,,0,,3659,high,5000,246,audio/246_SN20_high.wav,,438806,,138,audio-slider-response,20,
586,list1,,,,,,0.0-6.0-1.66,,,,,,,,,,,439313,,139,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.67,neutral,,6583,,5389,mid,5000,723,audio/723_SN4_mid.wav,,444696,,140,audio-slider-response,4,
586,list1,,,,,,0.0-6.0-1.67,,,,,,,,,,,445200,,141,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.68,neutral,,7576,,4440,mid,5000,723,audio/723_SN17_mid.wav,,449622,,142,audio-slider-response,17,
586,list1,,,,,,0.0-6.0-1.68,,,,,,,,,,,450123,,143,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.69,neutral,,9546,,5040,low,5000,723,audio/723_SN8_low.wav,,455168,,144,audio-slider-response,8,
586,list1,,,,,,0.0-6.0-1.69,,,,,,,,,,,455673,,145,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.70,neutral,,5650,,4632,control,5000,723,audio/723_CN3.wav,,460318,,146,audio-slider-response,3,
586,list1,,,,,,0.0-6.0-1.70,,,,,,,,,,,460821,,147,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.71,neutral,,6267,,5627,high,5000,340,audio/340_SN19_high.wav,,466459,,148,audio-slider-response,19,
586,list1,,,,,,0.0-6.0-1.71,,,,,,,,,,,466961,,149,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.72,neutral,,9711,,4080,control,5000,340,audio/340_CN21.wav,,471041,,150,audio-slider-response,21,
586,list1,,,,,,0.0-6.0-1.72,,,,,,,,,,,471554,,151,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.73,neutral,,2296,,5555,high,5000,340,audio/340_SN15_high.wav,,477104,,152,audio-slider-response,15,
586,list1,,,,,,0.0-6.0-1.73,,,,,,,,,,,477618,,153,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.74,neutral,,0,,3613,mid,5000,246,audio/246_SN16_mid.wav,,481226,,154,audio-slider-response,16,
586,list1,,,,,,0.0-6.0-1.74,,,,,,,,,,,481733,,155,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.75,neutral,,6869,,3456,control,5000,340,audio/340_CN13.wav,,485191,,156,audio-slider-response,13,
586,list1,,,,,,0.0-6.0-1.75,,,,,,,,,,,485707,,157,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.76,neutral,,8177,,4584,low,5000,340,audio/340_SN8_low.wav,,490286,,158,audio-slider-response,8,
586,list1,,,,,,0.0-6.0-1.76,,,,,,,,,,,490788,,159,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.77,neutral,,8764,,4069,control,5000,340,audio/340_CN1.wav,,494854,,160,audio-slider-response,1,
586,list1,,,,,,0.0-6.0-1.77,,,,,,,,,,,495358,,161,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.78,neutral,,0,,4080,high,5000,246,audio/246_SN18_high.wav,,499424,,162,audio-slider-response,18,
586,list1,,,,,,0.0-6.0-1.78,,,,,,,,,,,499940,,163,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.79,neutral,,0,,3192,control,5000,246,audio/246_CN3.wav,,503126,,164,audio-slider-response,3,
586,list1,,,,,,0.0-6.0-1.79,,,,,,,,,,,503634,,165,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.80,neutral,,9636,,5016,control,5000,723,audio/723_CN21.wav,,508650,,166,audio-slider-response,21,
586,list1,,,,,,0.0-6.0-1.80,,,,,,,,,,,509150,,167,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.81,neutral,,8523,,3949,low,5000,340,audio/340_SN3_low.wav,,513093,,168,audio-slider-response,3,
586,list1,,,,,,0.0-6.0-1.81,,,,,,,,,,,513604,,169,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.82,neutral,,6267,,4211,mid,5000,340,audio/340_SN17_mid.wav,,517818,,170,audio-slider-response,17,
586,list1,,,,,,0.0-6.0-1.82,,,,,,,,,,,518324,,171,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.83,neutral,,0,,3672,control,5000,246,audio/246_CN20.wav,,522004,,172,audio-slider-response,20,
586,list1,,,,,,0.0-6.0-1.83,,,,,,,,,,,522510,,173,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.84,neutral,,9501,,4560,control,5000,340,audio/340_CN18.wav,,527064,,174,audio-slider-response,18,
586,list1,,,,,,0.0-6.0-1.84,,,,,,,,,,,527576,,175,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.85,neutral,,9651,,4272,control,5000,340,audio/340_CN10.wav,,531846,,176,audio-slider-response,10,
586,list1,,,,,,0.0-6.0-1.85,,,,,,,,,,,532352,,177,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.86,neutral,,0,,3925,control,5000,246,audio/246_CN9.wav,,536286,,178,audio-slider-response,9,
586,list1,,,,,,0.0-6.0-1.86,,,,,,,,,,,536787,,179,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.87,neutral,,0,,3264,low,5000,246,audio/246_SN3_low.wav,,540052,,180,audio-slider-response,3,
586,list1,,,,,,0.0-6.0-1.87,,,,,,,,,,,540553,,181,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.88,neutral,,8072,,4595,control,5000,340,audio/340_CN7.wav,,545154,,182,audio-slider-response,7,
586,list1,,,,,,0.0-6.0-1.88,,,,,,,,,,,545658,,183,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.89,neutral,,0,,3373,control,5000,246,audio/246_CN14.wav,,549024,,184,audio-slider-response,14,
586,list1,,,,,,0.0-6.0-1.89,,,,,,,,,,,549526,,185,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.90,neutral,,0,,3923,low,5000,246,audio/246_SN7_low.wav,,553460,,186,audio-slider-response,7,
586,list1,,,,,,0.0-6.0-1.90,,,,,,,,,,,553968,,187,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.91,neutral,,8162,,4896,low,5000,723,audio/723_SN14_low.wav,,558866,,188,audio-slider-response,14,
586,list1,,,,,,0.0-6.0-1.91,,,,,,,,,,,559367,,189,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.92,neutral,,8598,,3299,control,5000,340,audio/340_CN15.wav,,562676,,190,audio-slider-response,15,
586,list1,,,,,,0.0-6.0-1.92,,,,,,,,,,,563182,,191,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.93,neutral,,9606,,4643,control,5000,723,audio/723_CN18.wav,,567834,,192,audio-slider-response,18,
586,list1,,,,,,0.0-6.0-1.93,,,,,,,,,,,568338,,193,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.94,neutral,,0,,3552,control,5000,246,audio/246_CN1.wav,,571888,,194,audio-slider-response,1,
586,list1,,,,,,0.0-6.0-1.94,,,,,,,,,,,572399,,195,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.95,neutral,,7124,,4021,mid,5000,723,audio/723_SN2_mid.wav,,576405,,196,audio-slider-response,2,
586,list1,,,,,,0.0-6.0-1.95,,,,,,,,,,,576914,,197,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.96,neutral,,8553,,7368,mid,5000,723,audio/723_SN10_mid.wav,,584283,,198,audio-slider-response,10,
586,list1,,,,,,0.0-6.0-1.96,,,,,,,,,,,584797,,199,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.97,neutral,,0,,3541,low,5000,246,audio/246_SN14_low.wav,,588333,,200,audio-slider-response,14,
586,list1,,,,,,0.0-6.0-1.97,,,,,,,,,,,588836,,201,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.98,neutral,,6824,,6000,high,5000,340,audio/340_SN5_high.wav,,594829,,202,audio-slider-response,5,
586,list1,,,,,,0.0-6.0-1.98,,,,,,,,,,,595330,,203,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.99,neutral,,0,,3203,control,5000,246,audio/246_CN19.wav,,598524,,204,audio-slider-response,19,
586,list1,,,,,,0.0-6.0-1.99,,,,,,,,,,,599030,,205,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.100,neutral,,6177,,6144,control,5000,723,audio/723_CN10.wav,,605167,,206,audio-slider-response,10,
586,list1,,,,,,0.0-6.0-1.100,,,,,,,,,,,605683,,207,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.101,neutral,,7816,,5136,control,5000,723,audio/723_CN1.wav,,610826,,208,audio-slider-response,1,
586,list1,,,,,,0.0-6.0-1.101,,,,,,,,,,,611336,,209,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.102,neutral,,8222,,8856,mid,5000,723,audio/723_SN16_mid.wav,,620188,,210,audio-slider-response,16,
586,list1,,,,,,0.0-6.0-1.102,,,,,,,,,,,620703,,211,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.103,neutral,,8057,,3589,control,5000,340,audio/340_CN5.wav,,624295,,212,audio-slider-response,5,
586,list1,,,,,,0.0-6.0-1.103,,,,,,,,,,,624807,,213,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.104,neutral,,0,,4320,high,5000,246,audio/246_SN9_high.wav,,629133,,214,audio-slider-response,9,
586,list1,,,,,,0.0-6.0-1.104,,,,,,,,,,,629639,,215,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.105,neutral,,5906,,4427,mid,5000,340,audio/340_SN21_mid.wav,,634059,,216,audio-slider-response,21,
586,list1,,,,,,0.0-6.0-1.105,,,,,,,,,,,634562,,217,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.106,neutral,,6703,,4595,high,5000,723,audio/723_SN5_high.wav,,639149,,218,audio-slider-response,5,
586,list1,,,,,,0.0-6.0-1.106,,,,,,,,,,,639655,,219,html-keyboard-response,,
586,list1,,,,,,0.0-6.0-0.107,neutral,,7500,,4608,control,5000,723,audio/723_CN7.wav,,644262,,220,audio-slider-response,7,
586,list1,,,,,,0.0-6.0-1.107,,,,,,,,,,,644770,,221,html-keyboard-response,,
586,list1,,,,,,0.0-7.0,,,0,,23379,,,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,668155,,222,html-button-response,,
586,list1,,POSITIVE,,,,0.0-8.0-0.0,,,10000,,9469,,5000,,Some types of work are just not appropriate for women.<br><br>,,677628,,223,html-slider-response,,
